X,Y,Class,2016-03-_1,2016-03-_2,2016-03-_3,2016-03-_4,2016-03-_5,2016-03-_6,2016-03-_7,2016-03-_8
798576.9739,1421054.931,1,10999,10464,10516,12213,16631,20196,15687,5061
799664.6535,1424317.97,1,10899,10292,10280,11913,16274,19842,15547,5042
798205.8833,1423294.272,1,11003,10463,10510,12088,16944,20787,16115,5043
798359.438,1422692.849,1,10688,10046,9621,10292,14767,17865,13063,5047
800969.8689,1422846.404,1,10975,10344,10551,12232,15533,18686,15240,5065
794891.6598,1425021.763,1,10831,10233,10148,11140,16063,19904,15595,5059
810122.3722,1430751.275,1,10870,10186,10028,10799,16419,19939,15331,5073
812195.3614,1431723.788,1,10662,10015,9902,10947,16499,17996,13795,5055
809751.2816,1428179.232,1,10930,10387,10656,12208,17618,22422,18099,5043
804831.1312,1436669.531,1,11055,10463,10453,11170,17457,20201,15485,5040
774339.3152,1440014.145,1,11906,11421,11470,12478,15097,16711,15389,5037
780275.1663,1442822.918,1,11163,10502,10608,11950,15567,19135,15782,5059
779046.7283,1447122.451,1,11191,10687,10759,12388,16898,21132,16410,5065
775866.8652,1446943.304,1,11274,10599,11052,14138,17282,24016,18102,5048
791139.1654,1455107.298,1,11136,10473,10424,11769,15590,18723,15058,5051
794306.2322,1455286.446,1,10952,10201,9832,10229,13644,15223,12878,5053
800985.8642,1427403.461,1,10721,10068,9863,10786,15787,18210,13866,5060
797019.033,1427646.589,1,10955,10341,10491,12638,16204,21559,17455,5056
795205.1674,1452656.82,1,11374,10905,11212,13254,18101,23218,17721,5057
804428.05,1442829.316,1,11061,10491,10863,12970,17893,22407,16937,5047
780319.9531,1455395.214,1,10991,10327,10165,10927,16275,17304,12815,5058
787153.1398,1455548.768,1,11037,10400,10217,11748,15107,18420,15161,5071
786660.485,1453888.457,1,11414,10883,11203,12663,17531,21450,16199,5066
786378.9679,1453299.831,1,10824,10151,9554,9433,18705,13147,9167,5047
764730.9462,1432982.617,1,11201,10636,10915,13181,17033,23555,17749,5069
766656.7788,1433712.002,1,11342,10821,11576,13872,17958,25084,19703,5066
766272.8919,1431997.307,1,10909,10202,10103,10912,16282,17626,13813,5033
765172.4161,1429809.152,1,10867,10221,10233,11662,15735,20236,15643,5065
795534.6703,1430231.428,1,10822,10100,9730,10457,13281,16378,13077,5086
795137.9872,1430384.982,1,11245,10685,10948,12606,17627,21924,16701,5036
794133.4831,1430701.689,1,11083,10436,10639,12542,16440,22447,18339,5073
777856.6789,1436232.859,1,11365,10643,10457,12509,14953,21897,18399,5051
782280.9753,1436757.505,1,11558,11081,11629,14311,17727,21588,18862,5050
795304.3382,1449486.554,1,10973,10295,10126,11031,15989,18809,13907,5061
792425.1865,1449153.852,1,11247,10667,10937,12766,16379,20114,16106,5061
798145.1012,1450267.124,1,11189,10581,10643,12024,17050,21434,16737,5059
776628.2408,1429210.928,2,12308,11797,12031,12278,14178,15210,14197,5057
782604.0801,1429965.906,2,12233,11785,11614,11980,13575,14449,13510,5056
780850.9967,1427406.66,2,12311,11951,11809,12267,14231,14632,13502,5048
785339.2742,1427086.754,2,12288,11883,11730,12121,14380,14227,12536,5062
786983.5898,1432921.835,2,12120,11690,11534,12081,14636,14248,13160,5040
790656.1077,1431597.425,2,12326,12188,13565,15418,19851,20166,16211,5048
790444.9699,1430720.883,2,12131,11730,11558,11885,13415,13739,12671,5052
791347.1041,1429812.351,2,12518,12056,11944,12328,14635,13271,11114,5045
791775.7778,1435295.536,2,12012,11552,11532,12026,14650,15126,13482,5040
791353.5022,1440573.98,2,11923,11502,11231,11703,14533,15674,14234,5077
793592.8424,1439319.95,2,12320,12015,11870,12662,15331,15527,14139,5034
793503.2688,1438321.844,2,12018,11594,11475,11987,14257,15364,13808,5054
786260.6028,1439652.652,2,12641,12304,12453,13147,15106,16333,15260,5044
789485.2527,1440612.369,2,12088,11553,11613,11912,14562,14482,13105,5064
782971.9717,1439780.614,2,12352,12081,11992,12878,15260,15897,14392,5060
784098.04,1442058.343,2,12432,12073,12153,12959,14717,15588,14375,5052
781692.3488,1441776.826,2,11877,11347,11174,11468,14342,14296,13242,5050
795601.8505,1448027.784,2,12400,12131,12444,13820,17198,20114,14924,5065
798020.3379,1446159.535,2,12196,11726,12052,12551,16928,15251,13065,5058
778646.8461,1453619.737,2,13496,13673,13448,14763,18894,22629,21308,5051
776573.8569,1447720.675,2,11586,11055,11417,12621,16252,19388,15711,5052
785300.8856,1425416.846,2,12364,11938,11850,12654,15628,15122,13039,5071
788103.2599,1423497.412,2,12102,11770,11931,13099,15617,18057,15898,5061
789203.7356,1426248.601,2,11699,11226,11861,12742,17741,21051,16612,5033
785876.7159,1428014.481,2,12429,12027,12090,12519,14034,15330,14218,5052
789472.4565,1428398.368,2,12229,11896,13572,15303,19403,23142,18610,5041
790752.0794,1428347.183,2,12156,11770,11793,12270,14196,14333,13559,5041
774424.0903,1428462.349,2,12116,11602,11415,11902,13802,15081,14359,5048
776445.8946,1426862.82,2,12013,11576,11642,12103,14882,16610,15005,5059
780828.6033,1429540.431,2,11938,11390,11197,11578,13074,13263,12344,5053
778723.6235,1431063.183,2,12151,11716,11567,11986,13581,14292,13471,5042
784936.193,1428206.424,2,12248,11800,11711,12116,13756,14579,13428,5065
782588.0848,1425839.122,2,12673,12339,12396,12815,15262,14584,12924,5057
782959.1755,1430855.244,2,12097,11627,11444,11818,13211,13603,12673,5049
778007.0346,1420835.796,2,12267,11925,12341,13150,15532,18499,17113,5052
795640.2392,1435289.137,2,12804,12666,13022,13919,16549,15754,14323,5074
771768.8726,1444425.646,2,11760,11216,11026,11523,14261,14406,12826,5055
774225.7487,1443510.715,2,11680,11194,11325,12179,15251,15359,13620,5069
772091.9774,1440007.747,2,12356,11849,11328,10729,15251,14540,13274,5056
771263.4215,1440666.753,2,12778,12692,10788,9987,14620,18337,17075,5071
773768.2835,1440932.275,2,12618,12430,10761,10246,15953,18872,16968,5065
772850.154,1441328.958,2,12744,12149,10739,10174,16461,16349,14112,5075
772760.5804,1440743.53,2,12369,11875,10585,10168,14341,15927,15177,5080
774283.3317,1442335.861,2,12340,11952,10748,10522,14816,15941,14053,5072
773362.0032,1442499.013,2,12207,11609,10271,9182,17667,17664,15509,5040
776002.0253,1432857.054,2,13442,12511,10671,9737,14926,17755,16314,5066
776211.5636,1433334.513,2,13271,12679,11712,11401,16851,14966,14835,5064
773952.2293,1431538.243,2,12254,11655,10225,9722,14128,15550,14760,5055
781578.7822,1433534.454,2,12934,12525,10687,10247,13098,16148,19050,5050
781842.7045,1433403.293,2,11603,11210,10230,10123,16457,16167,12830,5043
780374.3371,1434209.456,2,12036,11420,10775,10572,15284,15095,14028,5052
778035.8261,1438160.292,2,12226,11628,10291,10022,14265,16754,16073,5051
778893.1735,1437645.243,2,13380,13664,14058,15973,18262,19624,15020,5048
796440.0036,1439827,2,12446,12220,12800,14217,16671,18367,15349,5048
787284.3012,1450761.379,2,12038,11395,11255,10513,11018,10976,10592,5060
788359.1845,1450831.758,2,12203,11737,11612,11440,11829,12255,11818,5052
784245.1966,1433172.961,2,11875,11587,11871,12808,17724,17766,13746,5059
790040.2892,1418367.723,2,11849,11258,10313,10055,12591,13695,13032,5069
791804.5693,1418027.024,2,11139,10488,9487,8837,14509,13128,11117,5048
782844.0094,1420004.041,2,13743,13933,12446,12094,18650,20836,18817,5055
781158.3061,1452120.178,2,12747,12156,10305,9856,14911,15988,15112,5043
782159.811,1452471.875,2,11555,10999,11319,12279,16694,19848,15494,5072
763864.4403,1413927.826,3,10508,9609,9236,7964,25714,12325,7945,5064
763270.031,1413834.726,3,10596,9651,9195,7871,28280,12353,7666,5054
778882.2269,1413506.488,3,10303,9458,9008,8255,17139,13273,9268,5056
778743.7701,1412298.572,3,10320,9371,8648,8051,12821,11546,8907,5062
779211.6585,1412494.321,3,10298,9427,8651,8303,13077,12547,9259,5056
780629.647,1412656.65,3,10442,9675,9021,9030,13229,14896,11187,5048
780462.544,1413420.549,3,10150,9240,8818,7657,20258,11278,7555,5056
781250.3153,1412494.321,3,10399,9514,8873,8417,14293,13091,9634,5063
780768.1038,1414680.984,3,10425,9619,8982,8880,13379,14180,10488,5026
778018.0656,1411147.948,3,10205,9282,8537,7775,13873,10619,7809,5039
777929.7397,1412207.859,3,10305,9387,8808,7973,16522,11527,8151,5039
776795.8264,1414843.312,3,10309,9450,9226,8450,7215,5946,5572,5037
779290.4357,1415621.535,3,10211,9335,8781,8118,17145,12370,8678,5036
779137.6558,1415664.504,3,10460,9690,9156,9072,14880,15593,11280,5053
778256.7842,1415559.468,3,10331,9475,8771,8383,12821,12063,9140,5049
779190.1739,1415210.939,3,10277,9405,8743,8196,14024,12450,9117,5061
788564.653,1431467.675,3,10779,9900,9697,8314,24441,12323,7973,5051
789242.6138,1431945.112,3,10630,9721,9221,7992,24376,11725,7657,5050
787428.3525,1430856.555,3,10713,9850,9398,8182,23614,12240,8057,5054
787304.2188,1433162.577,3,11308,10660,10771,10203,12923,10831,8183,5034
786505.7051,1429553.152,3,10766,9919,9396,8757,17174,11254,8304,5055
788226.8662,1429137.781,3,10674,9800,8896,8535,10941,12062,9801,5030
788207.7687,1428650.795,3,10667,9851,9002,8692,11554,12640,10095,5049
795727.4043,1432514.456,3,10798,9930,9516,8334,21950,11973,7938,5050
795701.1453,1433326.099,3,10829,10004,9427,9074,15298,13222,9943,5049
799864.3975,1434233.23,3,10587,9718,9733,8137,27487,12691,8044,5042
799157.7905,1433593.464,3,10553,9678,9467,8100,23651,11893,7808,5058
801621.3663,1435245.397,3,10561,9697,9566,8206,25394,12545,8236,5053
803340.1402,1432829.564,3,10679,9874,9753,8680,15832,9585,7381,5028
804791.5492,1432447.615,3,10648,9903,9500,9481,15174,16566,12082,5056
805708.2286,1429544.797,3,11127,10533,10544,10968,17269,18149,13871,5053
804361.8558,1431702.813,3,10739,9994,9873,9229,13572,8273,6717,5066
769970.8619,1456280.085,3,10743,10004,9421,9666,14740,17728,12910,5058
769421.8091,1453997.936,3,10442,9549,9047,8362,16456,11290,8235,5043
769109.0877,1456511.642,3,10498,9680,9523,8269,21756,14353,9373,5051
807805.3714,1424346.699,3,10540,9743,9274,9415,15450,14971,10747,5057
809638.7302,1421825.831,3,10825,10063,9846,9446,19165,16168,11952,5063
760171.4637,1450099.661,3,10591,9784,9280,9038,16435,13792,10230,5049
756538.1667,1453145.71,3,11099,10433,10455,10216,8721,7344,6285,5047
758934.9014,1440550.917,3,10910,10231,9933,10566,16250,18617,13597,5041
758075.5144,1442155.106,3,10627,9845,9421,9474,15806,14464,10809,5056
756490.423,1444838.303,3,10678,9912,9676,10825,13521,15898,13030,5058
763699.7245,1447311.428,3,10668,9799,9161,8391,7487,6090,5672,5055
773582.6742,1444427.707,3,10864,10039,9494,9414,13595,14200,11436,5065
764110.3204,1425244.281,3,10716,9959,9350,9362,12715,14622,12142,5045
761971.4019,1425301.574,1,11159,10574,10844,12577,17408,24235,19473,5048
804711.5785,1446843.539,1,12061,11566,12100,13736,16562,19067,16040,5059
799727.1343,1448170.815,3,10904,10222,10045,10024,15822,16283,11686,5077
808110.9312,1441381.658,1,11332,10831,11564,12937,17171,19215,14176,5056
806096.1463,1442011.875,1,11040,10425,10769,12697,17414,21805,16672,5051
811598.6099,1430188.143,3,10559,9766,9240,9440,14513,15683,11460,5049
758407.3333,1427567.013,3,10701,9864,9500,9404,16174,13912,10147,5072
759028.0016,1431980.92,1,11475,11007,11678,14450,19286,25818,20407,5062
792116.7856,1450868.335,3,10580,9722,9286,8586,16423,9928,7323,5029
791066.4238,1451973.602,3,10876,10099,9749,9644,16111,15668,10937,5071
790560.3404,1443809.426,1,11100,10230,10330,10312,16020,11040,8288,5043
788641.0429,1445461.359,1,12596,12079,12435,13187,15738,18355,17449,5057
791687.0921,1441450.886,2,11702,11220,11065,11687,16348,16805,13617,5056
786435.2831,1448774.773,2,12619,12343,13468,16242,19473,24663,17871,5068
783038.2748,1448183.349,4,10755,10020,9434,8520,11367,8414,7103,5069
781200.9491,1450973.362,4,10646,9771,9051,8083,7400,5910,5580,5051
781473.1455,1451177.509,4,10645,9786,9114,8079,7423,5881,5528,5062
796307.8494,1441038.193,4,10824,9975,9040,8168,7952,6050,5625,5044
774882.5901,1420521.389,4,10508,9831,9597,8353,7773,5849,5499,5059
769952.4328,1411304.139,4,11324,10760,11062,12246,16923,19406,14923,5064
757591.3137,1417663.327,4,10613,9633,8539,7743,7296,5996,5595,5049
764093.4052,1431382.026,4,10729,10010,9683,8621,7349,6154,5738,5039
769452.2719,1454818.136,4,10930,10322,10383,10906,15810,16811,12994,5038
769809.5297,1454889.588,4,10584,9788,9363,8800,16154,14817,10356,5048
771881.6248,1447672.98,4,10693,9909,9376,8217,8672,5982,5601,5053
768809.2079,1444171.854,4,10613,9855,9379,8304,8676,6010,5639,5043
782885.1643,1448673.302,4,10705,9985,9429,8289,9141,6050,5656,5048
780813.0692,1443671.693,4,10857,10088,9612,8679,7311,5899,5531,5045
782956.6159,1443671.693,4,11169,10476,10058,9302,7970,6154,5763,5072
780527.263,1448744.754,4,10909,10169,9807,8974,13976,9832,7659,5055
780170.0052,1432668.154,4,10721,9862,9411,8283,7526,5963,5616,5058
769586.8266,1454478.674,4,10559,9662,8903,8322,8359,6010,5592,5050
781555.176,1450783.357,4,10650,9792,9073,8114,7454,5904,5551,5057
783264.9754,1447980.216,4,10741,10000,9444,8301,8955,6018,5632,5061
783741.8582,1451399.815,4,10885,10054,9395,8616,7895,6282,5857,5059
785021.2999,1451318.396,4,10632,9741,8882,8063,7733,6229,5808,5054
783939.5901,1450620.519,4,10855,10031,9442,8824,9857,7455,6504,5050
784893.3557,1450434.418,4,10861,10101,9366,8900,8341,7228,6605,5066
785067.825,1448899.088,4,11405,10939,11395,10441,8375,6506,5980,5057
790149.1935,1431855.776,4,10677,9783,9279,8076,21813,11103,7525,5068
784170.5939,1436376.181,4,10760,9871,8988,8055,7817,5987,5637,5049
795722.7389,1441204.426,4,10810,9979,9029,8145,7929,6062,5660,5045
790239.8845,1431447.195,4,10708,9821,9382,8153,23157,11878,7824,5069
789638.2401,1431723.359,4,11030,10165,9394,8398,8393,5876,5495,5048
789786.1855,1431240.071,4,11062,10239,9711,8566,8364,5826,5496,5043
784016.317,1428794.042,4,10739,9808,8803,7934,7232,5850,5558,5053
784193.8515,1428379.795,4,10706,9769,8710,7886,7217,5850,5539,5058
785466.1814,1424917.874,4,10585,9675,8610,7818,7066,5881,5578,5068
782694.672,1424395.133,4,10578,9685,9065,8009,19529,9856,7062,5063
782773.5762,1424237.325,4,10784,9898,8879,8181,7926,6692,6229,5054
785604.2637,1424740.339,4,10635,9759,8729,7942,7143,5895,5565,5077
790644.2685,1424335.955,4,10572,9648,8599,7861,7377,6010,5633,5053
784200.0844,1436660.147,4,10740,9847,8961,8033,7765,5912,5566,5053
795971.0832,1441601.06,4,10722,9821,9318,8099,23029,11381,7497,5044
780421.7391,1443756.655,4,10871,10075,9497,8545,7347,5892,5536,5058
782528.8932,1443635.554,4,10762,9841,9246,8207,20547,10959,7572,5053
783376.5989,1445573.167,4,10835,10127,9533,8396,8216,6058,5664,5047
763641.094,1447235.854,4,10658,9802,9183,8439,7428,6080,5660,5066
