"","X","Y","Class","Ultra_Blue","Blue","Green","Red","NIR","SWNIR_1","SWNIR_2","Cirrus"
"47",804428.05,1442829.316,1,11061,10491,10863,12970,17893,22407,16937,5047
"48",780319.9531,1455395.214,1,10991,10327,10165,10927,16275,17304,12815,5058
"49",787153.1398,1455548.768,1,11037,10400,10217,11748,15107,18420,15161,5071
"50",786660.485,1453888.457,1,11414,10883,11203,12663,17531,21450,16199,5066
"51",786378.9679,1453299.831,1,10824,10151,9554,9433,18705,13147,9167,5047
"52",764730.9462,1432982.617,1,11201,10636,10915,13181,17033,23555,17749,5069
"53",766656.7788,1433712.002,1,11342,10821,11576,13872,17958,25084,19703,5066
"54",766272.8919,1431997.307,1,10909,10202,10103,10912,16282,17626,13813,5033
"55",765172.4161,1429809.152,1,10867,10221,10233,11662,15735,20236,15643,5065
"56",795534.6703,1430231.428,1,10822,10100,9730,10457,13281,16378,13077,5086
"57",795137.9872,1430384.982,1,11245,10685,10948,12606,17627,21924,16701,5036
"58",794133.4831,1430701.689,1,11083,10436,10639,12542,16440,22447,18339,5073
"60",782280.9753,1436757.505,1,11558,11081,11629,14311,17727,21588,18862,5050
"62",792425.1865,1449153.852,1,11247,10667,10937,12766,16379,20114,16106,5061
"63",798145.1012,1450267.124,1,11189,10581,10643,12024,17050,21434,16737,5059
"64",776628.2408,1429210.928,2,12308,11797,12031,12278,14178,15210,14197,5057
"66",780850.9967,1427406.66,2,12311,11951,11809,12267,14231,14632,13502,5048
"68",786983.5898,1432921.835,2,12120,11690,11534,12081,14636,14248,13160,5040
"69",790656.1077,1431597.425,2,12326,12188,13565,15418,19851,20166,16211,5048
"70",790444.9699,1430720.883,2,12131,11730,11558,11885,13415,13739,12671,5052
"71",791347.1041,1429812.351,2,12518,12056,11944,12328,14635,13271,11114,5045
"72",791775.7778,1435295.536,2,12012,11552,11532,12026,14650,15126,13482,5040
"73",791353.5022,1440573.98,2,11923,11502,11231,11703,14533,15674,14234,5077
"74",793592.8424,1439319.95,2,12320,12015,11870,12662,15331,15527,14139,5034
"75",793503.2688,1438321.844,2,12018,11594,11475,11987,14257,15364,13808,5054
"76",786260.6028,1439652.652,2,12641,12304,12453,13147,15106,16333,15260,5044
"78",782971.9717,1439780.614,2,12352,12081,11992,12878,15260,15897,14392,5060
"79",784098.04,1442058.343,2,12432,12073,12153,12959,14717,15588,14375,5052
"80",781692.3488,1441776.826,2,11877,11347,11174,11468,14342,14296,13242,5050
"81",795601.8505,1448027.784,2,12400,12131,12444,13820,17198,20114,14924,5065
"82",798020.3379,1446159.535,2,12196,11726,12052,12551,16928,15251,13065,5058
"83",778646.8461,1453619.737,2,13496,13673,13448,14763,18894,22629,21308,5051
"84",776573.8569,1447720.675,2,11586,11055,11417,12621,16252,19388,15711,5052
"85",785300.8856,1425416.846,2,12364,11938,11850,12654,15628,15122,13039,5071
"86",788103.2599,1423497.412,2,12102,11770,11931,13099,15617,18057,15898,5061
"88",785876.7159,1428014.481,2,12429,12027,12090,12519,14034,15330,14218,5052
"89",789472.4565,1428398.368,2,12229,11896,13572,15303,19403,23142,18610,5041
"90",790752.0794,1428347.183,2,12156,11770,11793,12270,14196,14333,13559,5041
"92",776445.8946,1426862.82,2,12013,11576,11642,12103,14882,16610,15005,5059
"93",780828.6033,1429540.431,2,11938,11390,11197,11578,13074,13263,12344,5053
"94",778723.6235,1431063.183,2,12151,11716,11567,11986,13581,14292,13471,5042
"95",784936.193,1428206.424,2,12248,11800,11711,12116,13756,14579,13428,5065
"97",782959.1755,1430855.244,2,12097,11627,11444,11818,13211,13603,12673,5049
"98",778007.0346,1420835.796,2,12267,11925,12341,13150,15532,18499,17113,5052
"99",795640.2392,1435289.137,2,12804,12666,13022,13919,16549,15754,14323,5074
"100",771768.8726,1444425.646,2,11760,11216,11026,11523,14261,14406,12826,5055
"104",773768.2835,1440932.275,2,12618,12430,10761,10246,15953,18872,16968,5065
"105",772850.154,1441328.958,2,12744,12149,10739,10174,16461,16349,14112,5075
"106",772760.5804,1440743.53,2,12369,11875,10585,10168,14341,15927,15177,5080
"108",773362.0032,1442499.013,2,12207,11609,10271,9182,17667,17664,15509,5040
"109",776002.0253,1432857.054,2,13442,12511,10671,9737,14926,17755,16314,5066
"110",776211.5636,1433334.513,2,13271,12679,11712,11401,16851,14966,14835,5064
"111",773952.2293,1431538.243,2,12254,11655,10225,9722,14128,15550,14760,5055
"112",781578.7822,1433534.454,2,12934,12525,10687,10247,13098,16148,19050,5050
"113",781842.7045,1433403.293,2,11603,11210,10230,10123,16457,16167,12830,5043
"114",780374.3371,1434209.456,2,12036,11420,10775,10572,15284,15095,14028,5052
"115",778035.8261,1438160.292,2,12226,11628,10291,10022,14265,16754,16073,5051
"118",787284.3012,1450761.379,2,12038,11395,11255,10513,11018,10976,10592,5060
"119",788359.1845,1450831.758,2,12203,11737,11612,11440,11829,12255,11818,5052
"121",790040.2892,1418367.723,2,11849,11258,10313,10055,12591,13695,13032,5069
"122",791804.5693,1418027.024,2,11139,10488,9487,8837,14509,13128,11117,5048
"123",782844.0094,1420004.041,2,13743,13933,12446,12094,18650,20836,18817,5055
"124",781158.3061,1452120.178,2,12747,12156,10305,9856,14911,15988,15112,5043
"125",782159.811,1452471.875,2,11555,10999,11319,12279,16694,19848,15494,5072
"126",763864.4403,1413927.826,3,10508,9609,9236,7964,25714,12325,7945,5064
"127",763270.031,1413834.726,3,10596,9651,9195,7871,28280,12353,7666,5054
"128",778882.2269,1413506.488,3,10303,9458,9008,8255,17139,13273,9268,5056
"129",778743.7701,1412298.572,3,10320,9371,8648,8051,12821,11546,8907,5062
"130",779211.6585,1412494.321,3,10298,9427,8651,8303,13077,12547,9259,5056
"132",780462.544,1413420.549,3,10150,9240,8818,7657,20258,11278,7555,5056
"133",781250.3153,1412494.321,3,10399,9514,8873,8417,14293,13091,9634,5063
"134",780768.1038,1414680.984,3,10425,9619,8982,8880,13379,14180,10488,5026
"135",778018.0656,1411147.948,3,10205,9282,8537,7775,13873,10619,7809,5039
"136",777929.7397,1412207.859,3,10305,9387,8808,7973,16522,11527,8151,5039
"137",776795.8264,1414843.312,3,10309,9450,9226,8450,7215,5946,5572,5037
"139",779137.6558,1415664.504,3,10460,9690,9156,9072,14880,15593,11280,5053
"142",788564.653,1431467.675,3,10779,9900,9697,8314,24441,12323,7973,5051
"143",789242.6138,1431945.112,3,10630,9721,9221,7992,24376,11725,7657,5050
"146",786505.7051,1429553.152,3,10766,9919,9396,8757,17174,11254,8304,5055
"148",788207.7687,1428650.795,3,10667,9851,9002,8692,11554,12640,10095,5049
"149",795727.4043,1432514.456,3,10798,9930,9516,8334,21950,11973,7938,5050
"150",795701.1453,1433326.099,3,10829,10004,9427,9074,15298,13222,9943,5049
"151",799864.3975,1434233.23,3,10587,9718,9733,8137,27487,12691,8044,5042
"152",799157.7905,1433593.464,3,10553,9678,9467,8100,23651,11893,7808,5058
"153",801621.3663,1435245.397,3,10561,9697,9566,8206,25394,12545,8236,5053
"154",803340.1402,1432829.564,3,10679,9874,9753,8680,15832,9585,7381,5028
"155",804791.5492,1432447.615,3,10648,9903,9500,9481,15174,16566,12082,5056
"156",805708.2286,1429544.797,3,11127,10533,10544,10968,17269,18149,13871,5053
"158",769970.8619,1456280.085,3,10743,10004,9421,9666,14740,17728,12910,5058
"159",769421.8091,1453997.936,3,10442,9549,9047,8362,16456,11290,8235,5043
"161",807805.3714,1424346.699,3,10540,9743,9274,9415,15450,14971,10747,5057
"162",809638.7302,1421825.831,3,10825,10063,9846,9446,19165,16168,11952,5063
"163",760171.4637,1450099.661,3,10591,9784,9280,9038,16435,13792,10230,5049
"164",756538.1667,1453145.71,3,11099,10433,10455,10216,8721,7344,6285,5047
"165",758934.9014,1440550.917,3,10910,10231,9933,10566,16250,18617,13597,5041
"166",758075.5144,1442155.106,3,10627,9845,9421,9474,15806,14464,10809,5056
"167",756490.423,1444838.303,3,10678,9912,9676,10825,13521,15898,13030,5058
"170",764110.3204,1425244.281,3,10716,9959,9350,9362,12715,14622,12142,5045
"171",761971.4019,1425301.574,1,11159,10574,10844,12577,17408,24235,19473,5048
"172",804711.5785,1446843.539,1,12061,11566,12100,13736,16562,19067,16040,5059
"173",799727.1343,1448170.815,3,10904,10222,10045,10024,15822,16283,11686,5077
"174",808110.9312,1441381.658,1,11332,10831,11564,12937,17171,19215,14176,5056
"175",806096.1463,1442011.875,1,11040,10425,10769,12697,17414,21805,16672,5051
"176",811598.6099,1430188.143,3,10559,9766,9240,9440,14513,15683,11460,5049
"177",758407.3333,1427567.013,3,10701,9864,9500,9404,16174,13912,10147,5072
"178",759028.0016,1431980.92,1,11475,11007,11678,14450,19286,25818,20407,5062
"179",792116.7856,1450868.335,3,10580,9722,9286,8586,16423,9928,7323,5029
"181",790560.3404,1443809.426,1,11100,10230,10330,10312,16020,11040,8288,5043
"182",788641.0429,1445461.359,1,12596,12079,12435,13187,15738,18355,17449,5057
"183",791687.0921,1441450.886,2,11702,11220,11065,11687,16348,16805,13617,5056
"184",786435.2831,1448774.773,2,12619,12343,13468,16242,19473,24663,17871,5068
"185",783038.2748,1448183.349,4,10755,10020,9434,8520,11367,8414,7103,5069
"186",781200.9491,1450973.362,4,10646,9771,9051,8083,7400,5910,5580,5051
"188",796307.8494,1441038.193,4,10824,9975,9040,8168,7952,6050,5625,5044
"189",774882.5901,1420521.389,4,10508,9831,9597,8353,7773,5849,5499,5059
"190",769952.4328,1411304.139,4,11324,10760,11062,12246,16923,19406,14923,5064
"191",757591.3137,1417663.327,4,10613,9633,8539,7743,7296,5996,5595,5049
"192",764093.4052,1431382.026,4,10729,10010,9683,8621,7349,6154,5738,5039
"194",769809.5297,1454889.588,4,10584,9788,9363,8800,16154,14817,10356,5048
"195",771881.6248,1447672.98,4,10693,9909,9376,8217,8672,5982,5601,5053
"196",768809.2079,1444171.854,4,10613,9855,9379,8304,8676,6010,5639,5043
"197",782885.1643,1448673.302,4,10705,9985,9429,8289,9141,6050,5656,5048
"198",780813.0692,1443671.693,4,10857,10088,9612,8679,7311,5899,5531,5045
"199",782956.6159,1443671.693,4,11169,10476,10058,9302,7970,6154,5763,5072
"201",780170.0052,1432668.154,4,10721,9862,9411,8283,7526,5963,5616,5058
"202",769586.8266,1454478.674,4,10559,9662,8903,8322,8359,6010,5592,5050
"204",783264.9754,1447980.216,4,10741,10000,9444,8301,8955,6018,5632,5061
"205",783741.8582,1451399.815,4,10885,10054,9395,8616,7895,6282,5857,5059
"206",785021.2999,1451318.396,4,10632,9741,8882,8063,7733,6229,5808,5054
"207",783939.5901,1450620.519,4,10855,10031,9442,8824,9857,7455,6504,5050
"208",784893.3557,1450434.418,4,10861,10101,9366,8900,8341,7228,6605,5066
"209",785067.825,1448899.088,4,11405,10939,11395,10441,8375,6506,5980,5057
"210",790149.1935,1431855.776,4,10677,9783,9279,8076,21813,11103,7525,5068
"211",784170.5939,1436376.181,4,10760,9871,8988,8055,7817,5987,5637,5049
"212",795722.7389,1441204.426,4,10810,9979,9029,8145,7929,6062,5660,5045
"214",789638.2401,1431723.359,4,11030,10165,9394,8398,8393,5876,5495,5048
"216",784016.317,1428794.042,4,10739,9808,8803,7934,7232,5850,5558,5053
"217",784193.8515,1428379.795,4,10706,9769,8710,7886,7217,5850,5539,5058
"218",785466.1814,1424917.874,4,10585,9675,8610,7818,7066,5881,5578,5068
"219",782694.672,1424395.133,4,10578,9685,9065,8009,19529,9856,7062,5063
"220",782773.5762,1424237.325,4,10784,9898,8879,8181,7926,6692,6229,5054
"221",785604.2637,1424740.339,4,10635,9759,8729,7942,7143,5895,5565,5077
"222",790644.2685,1424335.955,4,10572,9648,8599,7861,7377,6010,5633,5053
"223",784200.0844,1436660.147,4,10740,9847,8961,8033,7765,5912,5566,5053
"226",782528.8932,1443635.554,4,10762,9841,9246,8207,20547,10959,7572,5053
"227",783376.5989,1445573.167,4,10835,10127,9533,8396,8216,6058,5664,5047
"228",763641.094,1447235.854,4,10658,9802,9183,8439,7428,6080,5660,5066
